;ProteinAjr;TotallipidfatAjr;CarbohydratebydifferenceAjr;EnergykcalAjr;SugarstotalgAjr;FibertotaldietaryAjr;CalciumCamAjr;IronFemAjr;MagnesiumMgmAjr;PhosphorusPmAjr;PotassiumKmAjr;Sodium0mAjr;ZincZnmAjr;CopperCumAjr;ManganeseMnmAjr;SeleniumSeAjr;Vitami0RAEAjr;VitaminEalphatocopherolmAjr;VitaminCtotalascorbicacidmAjr;ThiaminmAjr;RiboflavinmAjr;NiacinmAjr;PantothenicacidmAjr;VitaminB6mAjr;FolatetotalAjr;VitaminKphylloquinoneAjr;FattyacidstotalsaturatedAjr
Chocolate.dark.70-85%cacaosolids;4.674;18.27;15.3;8.97;2.77;5.45;2.738;25.5;22.8;13.2;10.725;0.24;6.62;52.98;29.22;3.709;0.075;1.77;0;0.927;1.671428571;1.97625;2.09;0.271428571;0;2.92;36.7335
